MODE, N, BUBBLE, QUICK, MERGE, HEAP, INSERTION, COUNTING
ALMOST_ORDERED, 24000, 5.9604644775390625e-06, 1.0013580322265625e-05, 7.867813110351562e-06, 1.1205673217773438e-05, 9.5367431640625e-07, 0.0006110668182373047
ALMOST_ORDERED, 25000, 6.198883056640625e-06, 1.0967254638671875e-05, 9.059906005859375e-06, 1.1920928955078125e-05, 9.5367431640625e-07, 0.0006167888641357422
ALMOST_ORDERED, 26000, 7.152557373046875e-06, 1.2874603271484375e-05, 1.0251998901367188e-05, 1.0967254638671875e-05, 9.5367431640625e-07, 0.0006902217864990234
ALMOST_ORDERED, 27000, 8.344650268554688e-06, 1.0967254638671875e-05, 1.0013580322265625e-05, 1.1682510375976562e-05, 2.1457672119140625e-06, 0.0007121562957763672
ALMOST_ORDERED, 28000, 9.059906005859375e-06, 7.867813110351562e-06, 1.0013580322265625e-05, 1.3113021850585938e-05, 2.1457672119140625e-06, 0.0006909370422363281
ALMOST_ORDERED, 29000, 8.821487426757812e-06, 1.4066696166992188e-05, 1.1205673217773438e-05, 1.2636184692382812e-05, 3.0994415283203125e-06, 0.0007140636444091797
ALMOST_ORDERED, 30000, 7.867813110351562e-06, 1.621246337890625e-05, 1.0013580322265625e-05, 1.3828277587890625e-05, 1.9073486328125e-06, 0.0007722377777099609
ALMOST_ORDERED, 31000, 1.0967254638671875e-05, 7.867813110351562e-06, 1.0967254638671875e-05, 1.3828277587890625e-05, 3.0994415283203125e-06, 0.0007600784301757812
ALMOST_ORDERED, 32000, 1.0013580322265625e-05, 1.3828277587890625e-05, 1.1920928955078125e-05, 1.5020370483398438e-05, 1.9073486328125e-06, 0.0007963180541992188
ALMOST_ORDERED, 33000, 1.0967254638671875e-05, 1.5974044799804688e-05, 1.2159347534179688e-05, 2.288818359375e-05, 1.9073486328125e-06, 0.0008702278137207031
ALMOST_ORDERED, 34000, 1.0967254638671875e-05, 1.9311904907226562e-05, 1.2636184692382812e-05, 1.621246337890625e-05, 2.1457672119140625e-06, 0.0008478164672851562
ALMOST_ORDERED, 35000, 1.1920928955078125e-05, 2.002716064453125e-05, 1.3113021850585938e-05, 1.6927719116210938e-05, 1.9073486328125e-06, 0.0008862018585205078
ALMOST_ORDERED, 36000, 1.3113021850585938e-05, 1.5974044799804688e-05, 1.3828277587890625e-05, 1.71661376953125e-05, 3.0994415283203125e-06, 0.0009698867797851562
ALMOST_ORDERED, 37000, 1.6927719116210938e-05, 1.5020370483398438e-05, 1.6927719116210938e-05, 2.3126602172851562e-05, 3.0994415283203125e-06, 0.0009191036224365234
ALMOST_ORDERED, 38000, 1.4781951904296875e-05, 2.4080276489257812e-05, 1.5735626220703125e-05, 1.9073486328125e-05, 2.86102294921875e-06, 0.000978231430053711
ALMOST_ORDERED, 39000, 1.5974044799804688e-05, 1.8835067749023438e-05, 1.621246337890625e-05, 1.8835067749023438e-05, 2.1457672119140625e-06, 0.0010149478912353516
ALMOST_ORDERED, 40000, 2.002716064453125e-05, 2.9087066650390625e-05, 1.7881393432617188e-05, 2.002716064453125e-05, 3.0994415283203125e-06, 0.001008749008178711
ALMOST_ORDERED, 41000, 1.5735626220703125e-05, 2.288818359375e-05, 1.6927719116210938e-05, 2.09808349609375e-05, 2.1457672119140625e-06, 0.001055002212524414
ALMOST_ORDERED, 42000, 1.6927719116210938e-05, 2.002716064453125e-05, 1.71661376953125e-05, 2.193450927734375e-05, 2.86102294921875e-06, 0.0011360645294189453
ALMOST_ORDERED, 43000, 1.811981201171875e-05, 1.9073486328125e-05, 1.5735626220703125e-05, 2.2172927856445312e-05, 3.0994415283203125e-06, 0.0010838508605957031
ALMOST_ORDERED, 44000, 1.8835067749023438e-05, 1.9073486328125e-05, 1.71661376953125e-05, 2.2649765014648438e-05, 3.0994415283203125e-06, 0.001123189926147461
ALMOST_ORDERED, 45000, 2.002716064453125e-05, 2.1219253540039062e-05, 1.7881393432617188e-05, 2.3126602172851562e-05, 3.814697265625e-06, 0.0012133121490478516
ALMOST_ORDERED, 46000, 2.8848648071289062e-05, 2.3126602172851562e-05, 1.7881393432617188e-05, 2.4080276489257812e-05, 3.0994415283203125e-06, 0.0011870861053466797
ALMOST_ORDERED, 47000, 2.09808349609375e-05, 1.3113021850585938e-05, 1.7881393432617188e-05, 2.5272369384765625e-05, 3.814697265625e-06, 0.0011959075927734375
ALMOST_ORDERED, 48000, 2.193450927734375e-05, 2.47955322265625e-05, 1.8358230590820312e-05, 2.47955322265625e-05, 3.0994415283203125e-06, 0.0011980533599853516
ALMOST_ORDERED, 49000, 2.2172927856445312e-05, 2.09808349609375e-05, 1.7881393432617188e-05, 2.6226043701171875e-05, 3.0994415283203125e-06, 0.0012378692626953125
ALMOST_ORDERED, 50000, 2.3126602172851562e-05, 3.790855407714844e-05, 2.4080276489257812e-05, 2.5987625122070312e-05, 4.0531158447265625e-06, 0.00138092041015625
